Hundename,Score,URL,EpiProgeny
"Trevale Nicola",0.0625,"url","Felice vom Lipperoder Bruch"
"Tom of Balnagown",0.0625,"url","Felice vom Lipperoder Bruch"
"Soot of Scotsburn",0.0625,"url","Felice vom Lipperoder Bruch"
"Barrelboy Bruno",0.0625,"url","Felice vom Lipperoder Bruch"
"Zola Hot Chocolate",0.0625,"url","Felice vom Lipperoder Bruch"
"Mardas Maroon",0.0625,"url","Fiin Hemuli"
"Fin. Ch. Loresho Fine Black Lace",0.0625,"url","Fiin Hemuli"
"SE VCH SE UCH Gallybob Forester",0.0625,"url","Fiin Hemuli"
"Heavy Loader's Long Time No See",0.0625,"url","Fiin Hemuli"
"Aprilmist Shamrock",0.0625,"url","Fiin Hemuli"
"SU Ch. Mallards Muddler Sork",0.0625,"url","Fiin Hemuli"
"Pamos Spietzy",0.0625,"url","Fiin Hemuli"
"Tweedledum Tortellini",0.0625,"url","Fiin Hemuli"
"Aron v.h. Notenbos",0.0625,"url","Flying Flap Ears Duncan"
"Blow, Northern Wind Amanda",0.0625,"url","Flying Flap Ears Duncan"
"Angel Belaja",0.0625,"url","Flying Flap Ears Duncan"
"Rhena-Ruschka vom Keien Fenn",0.0625,"url","Flying Flap Ears Duncan"
"Dancing Dee of Speycast",0.0625,"url","Flying Flap Ears Ice Age"
"Hamford Extra",0.0625,"url","Frankie's Rolle"
"AmCH Killingworth Borador Travis",0.0625,"url","Fulmarus Dumpy Boy"
"Borador's Lady Margaret",0.0625,"url","Fulmarus Dumpy Boy"
"NZ Ch. Balrion Fortune Teller",0.0625,"url","Fulmarus Dumpy Boy"
"NZ Ch Missenden Move Over",0.0625,"url","Fulmarus Dumpy Boy"
"Tweedledum Tiddledywinks",0.0625,"url","Fulmarus Dumpy Boy"
"Hirsipirtin Asa",0.0625,"url","Fulmarus Dumpy Boy"
"Warringah's Bundaberg",0.0625,"url","Fulmarus Dumpy Boy"
"Rosanan Pretty Poppy",0.0625,"url","Fulmarus Dumpy Boy"
"NO JCH NORD UCH INT UCH SE JCH Deras Dovregutten",0.0625,"url","Fulmarus Dumpy Boy"
"GB Ch. Code of Conduct of Lawnwoods",0.0625,"url","Funny Oskar von Gugi's Kate"
"Subar Be Smart",0.0625,"url","Funny Oskar von Gugi's Kate"
"Kyle of Carpenny",0.0625,"url","Funny Oskar von Gugi's Kate"
"Glenfell Melody at Alkhamhurst",0.0625,"url","Funny Oskar von Gugi's Kate"
"Carromer Wild About Harry",0.0625,"url","Funny Oskar von Gugi's Kate"
"Quadriga Finesse of Carromer",0.0625,"url","Funny Oskar von Gugi's Kate"
"Trewinnard Time for Tea",0.0625,"url","Funny Oskar von Gugi's Kate"
"Rocheby King of Tintagel Winds",0.0625,"url","Funny Oskar von Gugi's Kate"
"Enchantress of Tintagel Winds",0.0625,"url","Funny Oskar von Gugi's Kate"
"Wetherlam Willow Warbler of Balnova",0.0625,"url","Gent Fynn from the Old Mansion House"
"Int. CH The Dog of Tintagel Winds",0.0625,"url","Gent Fynn from the Old Mansion House"
"Nl.Ch. Rodarbal Rainbow",0.0625,"url","Gent Fynn from the Old Mansion House"
"Ch Follytower Blackberry WC JH",0.0625,"url","Gent Fynn from the Old Mansion House"
"Am/Can CH Bradking Rangeways Mr Chips",0.0625,"url","Gent Fynn from the Old Mansion House"
"Balrion Right On Cue",0.0625,"url","Gent Fynn from the Old Mansion House"
"Fulbeck Finish Me Off",0.0625,"url","Gent Fynn from the Old Mansion House"
"Donalbain Mustardseed",0.0625,"url","Gent Fynn from the Old Mansion House"
"Fairywood's Giant Calgary",0.0625,"url","Gent Fynn from the Old Mansion House"
"Fogel Hlara Jellical Moon",0.0625,"url","Gent Fynn from the Old Mansion House"
"Blondella Mollywog",0.0625,"url","Gismo vom G?nsried"
"Bel. Ch. Viva of Tintagel Winds",0.0625,"url","Gismo vom G?nsried"
"Baywood Black Magic",0.0625,"url","Glengad Dobby"
"Blackbrae Gippsy",0.0625,"url","Glengad Dobby"
"Chaser Geordie Ginny af Timberline",0.0625,"url","Glengad Dobby"
"FTCh Seasway Tara",0.0625,"url","Gr�fin von Westerholts Kastalia"
"Malwell Laid",0.0625,"url","Gr�fin von Westerholts Kastalia"
"Birdbrook Enchanter of Camhayle",0.0625,"url","Gr�fin von Westerholts Kastalia"
"Staftly Ace of Trioaks",0.0625,"url","Gr�fin von Westerholts Kastalia"
"Balrion Miss Demeanour",0.0625,"url","Grages Annalouisa"
"Simandem Ocean Swell",0.0625,"url","Grages Annalouisa"
"Miss Purdey of Forgemartins",0.0625,"url","Grages Annalouisa"
"Mardas Malteaser",0.0625,"url","Grages Annalouisa"
"Bradking Prospector of Larkvalley",0.0625,"url","Grages Annalouisa"
"Tyton Manata Trufa",0.0625,"url","Grages Annalouisa"
"Tyton Lord Hastings",0.0625,"url","Grages Annalouisa"
"Flindersia Spice of Life at Tyton",0.0625,"url","Grages Annalouisa"
"Pollyanna of Bryncerdin",0.0625,"url","Grages Annalouisa"
"Balrion Royale Scot of Rossbank",0.0625,"url","Grages Annalouisa"
"Donalbain Mandy of Rossbank",0.0625,"url","Grages Annalouisa"
"Rebel Express",0.0625,"url","Grages Annalouisa"
"Dewilas Sky Gypsy",0.0625,"url","Grages Annalouisa"
"Duty Free de Saint Urbain",0.0625,"url","Grages Annalouisa"
"Donalbain Bertram",0.0625,"url","Grages Annalouisa"
"Chucklebrook Contessa",0.0625,"url","Grages Annalouisa"
"Easy Acres Sable",0.0625,"url","Grages Annalouisa"
"Prince Hal of Kimvalley",0.0625,"url","Gulliver of Woodpecker's Lane"
"Balrion Squires Mistress",0.0625,"url","Gulliver of Woodpecker's Lane"
"Binja vom Fresenbrink",0.0625,"url","Gulliver of Woodpecker's Lane"
"DKCH Bj�rn / Bjorn (DK 10744/77)",0.0625,"url","Gulliver of Woodpecker's Lane"
"Dunsinane Mimi",0.0625,"url","Gulliver of Woodpecker's Lane"
"Kent vom Keien Fenn",0.0625,"url","Gulliver of Woodpecker's Lane"
"Senta Ina",0.0625,"url","Gulliver of Woodpecker's Lane"
"Dee-Fair Flying Matchless Martha",0.0625,"url","Gwendy's Gandalf"
"MARKPR Huntingdon's He's a Hurricane",0.0625,"url","Gwendy's Gandalf"
"Mallards Blue Dun Spinner",0.0625,"url","Gwendy's Gandalf"
"Novacroft Ariel",0.0625,"url","Gwendy's Gandalf"
"Kalums Fair-Lady",0.0625,"url","Gwendy's Gandalf"
"Jayncourt Star Edition",0.0625,"url","Gwendy's Gandalf"
"Nl./VDH-/LCD-CH. ES '89 Sandylands King Fisher",0.0625,"url","Gwendy's Gandalf"
"Rodarbal Raincloud",0.0625,"url","Gwendy's Gandalf"
"Palcon's Carlos Santana",0.0625,"url","Gwendy's Gandalf"
"Joy (DK 12460/85)",0.0625,"url","Gwendy's Gandalf"
"Wanda's Cajus",0.0625,"url","Gwendy's Gandalf"
"Bianca (DKK 29895/85)",0.0625,"url","Gwendy's Gandalf"
"Balrion Knight Light",0.0625,"url","Gwendy's Gandalf"
"Zimba (DK 23667/80)",0.0625,"url","Gwendy's Gandalf"
"Dienesmindes Jakob",0.0625,"url","Gwendy's Gandalf"
"Dienesmindes Dimsy",0.0625,"url","Gwendy's Gandalf"
"FTW Siouxie of Hamford",0.0625,"url","Hardrocks Blue Danube"
"FTW Downfarm Kym of Badgerland",0.0625,"url","Hardrocks Blue Danube"
"Leadburn Fancy of Dreamacres",0.0625,"url","Hardrocks Blue Danube"
"Zwirbel vom Tennikerweidli",0.0625,"url","Hardrocks Blue Danube"
"DK UCH Boss (DK21728/84)",0.0625,"url","Hardrocks Blue Danube"
"Ulsoe's Black Betsie",0.0625,"url","Hardrocks Blue Danube"
"Cranspire Careless Whisper",0.0625,"url","Hardscrabble Augusta"
"FIN CH EUJW-97 Rosanan Paul Pry",0.0625,"url","Hardscrabble Augusta"
"Trendmaker's Passion Fruit",0.0625,"url","Hardscrabble Augusta"
"INT CH Kamrats Magic Man",0.0625,"url","Hardscrabble Augusta"
"Kamrats Jassa",0.0625,"url","Hardscrabble Augusta"
"AmCH Withara's Marines Journey CD JH",0.0625,"url","Hardscrabble Augusta"
"AmCH Coalcreeks Breakin Loose",0.0625,"url","Hardscrabble Augusta"
"NO UCH FI UCH Tweedledum Murphy's Law",0.0625,"url","Hardscrabble Augusta"
"Kirkmoor Emma",0.0625,"url","Hh's On Duty Cronos"
"FTAW Cracking Karamel",0.0625,"url","Hh's On Duty Cronos"
"Imp's Jagger",0.0625,"url","Hh's On Duty Cronos"
"Imp's Shekel",0.0625,"url","Hh's On Duty Cronos"
"SE UCH NO UCH Puhs Imp",0.0625,"url","Hh's On Duty Cronos"
"Forgemartins Amanda",0.0625,"url","Hh's On Duty Cronos"
"Liza-Jane (S54167/80)",0.0625,"url","Hh's On Duty Cronos"
"SE JCH  Spectron Ymer",0.0625,"url","Hh's On Duty Cronos"
"�lvg�rdens Zig-Zag",0.0625,"url","Hh's On Duty Cronos"
"KNOBHILL JOSEPHINE",0.0625,"url","SE J(J)CH Hillus Drake"
"Moorsdyke Mancho",0.0625,"url","SE J(J)CH Hillus Drake"
"Belle of Strathbraan",0.0625,"url","SE J(J)CH Hillus Drake"
"Kizzi of Wakerley",0.0625,"url","SE J(J)CH Hillus Drake"
"FTCh Barnavara Minnow",0.0625,"url","SE J(J)CH Hillus Drake"
"Barnavara Ryan of Welston",0.0625,"url","SE J(J)CH Hillus Drake"
"Welston Dill",0.0625,"url","SE J(J)CH Hillus Drake"
"Greencloaks Gretal of Welston",0.0625,"url","SE J(J)CH Hillus Drake"
"Jayncourt Never Without",0.0625,"url","Hof Sommerberg Carlos"
"Heatheredge Barathea",0.0625,"url","Hof Sommerberg Carlos"
"Ednan Emma",0.0625,"url","Hof Sommerberg Carlos"
"GB Ch Mansergh Ships-Belle",0.0625,"url","Hof Sommerberg Carlos"
"UK Ch Melfin Half Guinea",0.0625,"url","Hof Sommerberg Carlos"
"Candlemas Marketlane Gemini",0.0625,"url","Hof Sommerberg Carlos"
"Aldoret Rebecca",0.0625,"url","Hof Sommerberg Carlos"
"Carromer Snow Queen",0.0625,"url","Holli von Gugi's Kate"
"Gladshot Ghillie",0.0625,"url","Holli von Gugi's Kate"
"Broomgate Access to Antonine",0.0625,"url","Holli von Gugi's Kate"
"GB Sh Ch Cambremer Royal Velvet at Rocheby",0.0625,"url","Holli von Gugi's Kate"
"Kenstaff Andy of Drakeshead",0.0625,"url","Hunting High And Low B'mali"
"Palgrave Kitty",0.0625,"url","Hunting High And Low B'mali"
"Blackharn Brett",0.0625,"url","Hunting High And Low B'mali"
"Knowebar Beech Boy",0.0625,"url","Hunting High And Low B'mali"
"Deluxe of Knowebar",0.0625,"url","Hunting High And Low B'mali"
"Spudtamsons Donibristle",0.0625,"url","Hunting High And Low B'mali"
"Redside Mona",0.0625,"url","Hunting High And Low B'mali"
"F.T.Ch, N UCh Kark av Sverresborg",0.0625,"url","Hunting High And Low B'mali"
"Leading Lina",0.0625,"url","Hunting High And Low B'mali"
"Ch Kwinana's Yellow Surprise",0.0625,"url","Huntrets Scilla"
"Stifinnerens Quanda",0.0625,"url","Huntrets Scilla"
"Drakeshead Hal",0.0625,"url","Huntrets Scilla"
"NO JCH SE JCH Iliadens Nysa",0.0625,"url","Huntrets Scilla"
"Dusty of Killarney",0.0625,"url","Iljoscha von der Perle der S�dpfalz"
"Brodiebrack Brown Encore at Stormley",0.0625,"url","Illko Wind in the Willows"
"C.C.W. Special Edition of Mardas",0.0625,"url","Illko Wind in the Willows"
"Jimjoy Mocha Brown",0.0625,"url","Illko Wind in the Willows"
"Rockdove's Whirlwind",0.0625,"url","IVANTHES FIRST PLOPP"
"High Beeches Loader",0.0625,"url","IVANTHES FIRST PLOPP"
"Felix (S54884/99)",0.0625,"url","IVANTHES FIRST PLOPP"
"Fin. Ch., IT Rip Ch Rosanan Royal Prince",0.0625,"url","Jost vom Settenbeck"
"Fin. Ch. Tsarodej Kohinor",0.0625,"url","Jost vom Settenbeck"
"Farringford Lilolill",0.0625,"url","Jost vom Settenbeck"
"Sretlaw Hot Gossip",0.0625,"url","Jost vom Settenbeck"
"Carromer Spitfire",0.0625,"url","Jost vom Settenbeck"
"Carromer Sea Breeze",0.0625,"url","Jost vom Settenbeck"
"Fireside Girl At Tissalian",0.0625,"url","Jost vom Settenbeck"
"Rocheby Royal Blue of Cornlands",0.0625,"url","Jost vom Settenbeck"
"Powhatan Carol",0.0625,"url","Jost vom Settenbeck"
"GB Sh Ch Cornlands Wellington JW",0.0625,"url","Jost vom Settenbeck"
"Heatherbourne Regal Chimes",0.0625,"url","Jost vom Settenbeck"
"Juma's Black Prince Hamlet",0.0625,"url","Jost vom Settenbeck"
"Juliane von Ohrfeld",0.0625,"url","Jost vom Settenbeck"
"Balrion Man of the Moment",0.0625,"url","Judges Choice Cross my Heart"
"Balrion Back from the Brink",0.0625,"url","Judges Choice Cross my Heart"
"Primsland Match Maker At Kupros JH",0.0625,"url","Judges Choice Cross my Heart"
"Belgairn Moondance CD, JH",0.0625,"url","Judges Choice Cross my Heart"
"CH Fairywood's Romeo J.W.W.",0.0625,"url","Judges Choice Cross my Heart"
"Daydreamer v.d. Peppelenbosch",0.0625,"url","Judges Choice Cross my Heart"
"Kroppsmarkens Hubble Bubble over Thurbajen",0.0625,"url","Judges Choice Cross my Heart"
"Ballyhenry Take A Chance",0.0625,"url","Judges Choice Cross my Heart"
"Bubbles Roots Jolly Good Ambition",0.0625,"url","Judges Choice Cross my Heart"
"AmCH Lindall Chase JH",0.0625,"url","Just Bertha von der Tarpenbek"
"Willcare Birchangreen Cybill",0.0625,"url","Just Bertha von der Tarpenbek"
"GB Sh Ch Rocheby Powder Blue",0.0625,"url","Kebrekato Millenium Star"
"Sandylands Gratitude",0.0625,"url","Kebrekato Millenium Star"
"GB ShCh Othamcourt Ame of Colinwood",0.0625,"url","Kebrekato Millenium Star"
"CanCh Toplicht Fleur's Charlee My Girl",0.0625,"url","Kebrekato Millenium Star"
"Am Can CH Sandylands Marshal Am JH",0.0625,"url","Kebrekato Millenium Star"
"MBISS Am Can CH Chablais Myrtille",0.0625,"url","Kebrekato Millenium Star"
"Tisketh Rough Quest",0.0625,"url","Kebrekato Millenium Star"
"Flanders Pride Topaz",0.0625,"url","Kebrekato Millenium Star"
"Penny Royal's Setpoint",0.0625,"url","Kebrekato Millenium Star"
"Pipeline Enjoy The View",0.0625,"url","KhylarCreek Entering Mach II"
"Janrod's Kissing Cousins",0.0625,"url","KhylarCreek Entering Mach II"
"Ch Hennings Mill Master Charge",0.0625,"url","KhylarCreek Entering Mach II"
"AmCH Tabatha's Morning Chat",0.0625,"url","KhylarCreek Entering Mach II"
"Am CH Tabatha's Giggle",0.0625,"url","KhylarCreek Entering Mach II"
"Sandylands Special Vintage",0.0625,"url","KhylarCreek Entering Mach II"
"Gallybob Genie",0.0625,"url","King von der Bleiburg"
"Cobblers Daisy",0.0625,"url","King von der Bleiburg"
"Flightline Bonus",0.0625,"url","King von der Bleiburg"
"Hambrook Applaud",0.0625,"url","King von der Bleiburg"
"Princess Thomosina",0.0625,"url","Kingsdale Meadow Dark"
"FTW Lancaster Bomber",0.0625,"url","Kingsdale Meadow Dark"
"Eastdale Elsa",0.0625,"url","Kingsdale Meadow Dark"
"Irl.Ft.Ch. Brookbird Dusty",0.0625,"url","Kingsdale Meadow Dark"
"Sallyfort Hazel",0.0625,"url","Kingsdale Meadow Dark"
"Ir.FTCh Carraigairt Adam of Glenloch",0.0625,"url","Kingsdale Meadow Dark"
"FTCh Holly's Pet",0.0625,"url","Kingsdale Meadow Dark"
"FTW Edenbrook Mischief",0.0625,"url","Kingsdale Meadow Dark"
"Greenbriar Charmer",0.0625,"url","Kosta Kl�vers Bran"
"Rocheby Popstar",0.0625,"url","Laboriginals Oi Va Voi"
"Rosewood's Greta",0.0625,"url","Laboriginals Oi Va Voi"
"Withara's Gypsy's Key To Happiness",0.0625,"url","Laboriginals Oi Va Voi"
"CH Tabatha's Windfall Abbey JH",0.0625,"url","Laboriginals Oi Va Voi"
"Lor-Al's Direct Deposit WC CGC",0.0625,"url","Laboriginals Oi Va Voi"
"Crossfire Tempest Timberland",0.0625,"url","Laboriginals Oi Va Voi"
"By Jove Millicent Fenwick",0.0625,"url","Laboriginals Oi Va Voi"
"MBISS Am CH Lobuff's Turtle Dove",0.0625,"url","Laboriginals Oi Va Voi"
"Devonshires Time For Tia",0.0625,"url","Laboriginals Oi Va Voi"
"Toplicht Damsel's Bonny Missy",0.0625,"url","Laboriginals Oi Va Voi"
"Trendlewood Banana Split",0.0625,"url","Laboriginals Oi Va Voi"
"Toplicht Bonny's Amber Fleur",0.0625,"url","Laboriginals Oi Va Voi"
"Swinbrook Tern",0.0625,"url","Labstratego Yellow River"
"Sonnyboy (DK 20707/82)",0.0625,"url","Labstratego Yellow River"
"Tippe (DK 08781/83)",0.0625,"url","Labstratego Yellow River"
"Kozac (DK 11498/82)",0.0625,"url","Labstratego Yellow River"
"Oksedal Rozes Infanta/�ksedal Rozes Infanta",0.0625,"url","Labstratego Yellow River"
"Detemero Jack",0.0625,"url","Labstratego Yellow River"
"Nicoline (DK 09585/88)",0.0625,"url","Labstratego Yellow River"
"Birdbrook Cheryl",0.0625,"url","Labstratego Yellow River"
"Elvelege Turmeric",0.0625,"url","Lauterrinn's Dale Sir Falk Freddy"
"GB Sh Ch Poolstead Purdey",0.0625,"url","Lauterrinn's Dale Sir Falk Freddy"
"DK Ch Erikits Emilius",0.0625,"url","Lauterrinn's Dale Sir Falk Freddy"
"DK Ch Schelenborgs Dino",0.0625,"url","Lauterrinn's Dale Sir Falk Freddy"
"GB.CH Reanacre Mallardhurn Thunder",0.0625,"url","Lauterrinn's Dale Sir Wesley"
"GB.Ch. Timspring Little Tuc",0.0625,"url","Lauterrinn's Dale Sir Wesley"
"Roseacre Hollyberry of Charway",0.0625,"url","Lauterrinn's Dale Sir Wesley"
"Ballyduff Spice of Wetherlam",0.0625,"url","Lauterrinn's Dale Sir Wesley"
"Boothgates Make Mine Music",0.0625,"url","Lauterrinn's Dale Sir Wesley"
"Tiggle Tina of Whitlocks",0.0625,"url","Limmerhultarna's Solstorm"
"FTCH Klinbeck Arrow",0.0625,"url","Limmerhultarna's Solstorm"
"Louis of Ratex",0.0625,"url","Limmerhultarna's Solstorm"
"Runner Rust",0.0625,"url","Limmerhultarna's Solstorm"
"Drakeshead Tobias",0.0625,"url","Limmerhultarna's Solstorm"
"Bella Fern",0.0625,"url","Limmerhultarna's Solstorm"
"FTCh Drive And Style",0.0625,"url","Lochmuir Casey"
"Drumnamoe Meg",0.0625,"url","Lochmuir Casey"
"FTCh Blackharn Jonty",0.0625,"url","Lochmuir Casey"
"FTW Garleton Beech",0.0625,"url","Lochmuir Casey"
"Stobbilee Sweep of Shadowbrae",0.0625,"url","Lochmuir Casey"
"Westhoughton Black Bess",0.0625,"url","Lochmuir Casey"
"Stanton Queen",0.0625,"url","Lochmuir Casey"
"Greenworth Master Oats",0.0625,"url","Ludanies Be Brave"
"Tapeatom Shooting Star  JDC",0.0625,"url","Ludanies Be Brave"
"Tapeatom Gilly With A G JDC",0.0625,"url","Ludanies Be Brave"
"GB Sh Ch Poolstead Publican",0.0625,"url","Ludanies Be Brave"
"Poolstead Pleasant Memory",0.0625,"url","Ludanies Be Brave"
"Baronsvale Polly",0.0625,"url","Mandylike's Porsche"
"Mallowdale Charmer",0.0625,"url","Mandylike's Porsche"
"Iliadens Pe'Le'Us",0.0625,"url","Mandylike's Porsche"
"Sandbrook Meg",0.0625,"url","Meadowlark Black Kite"
"UK FTCh Holdgate Winter",0.0625,"url","Meadowlark Black Kite"
"Mwyalchen Malbren",0.0625,"url","Meadowlark Black Kite"
"Sadie Of Monkhopton",0.0625,"url","Meadowlark Black Kite"
"Waxham Cara",0.0625,"url","Meadowlark Black Kite"
"Sheinwood Mimi",0.0625,"url","Meadowlark Black Kite"
"Haylodge Trickster",0.0625,"url","Meadowlark Black Kite"
"Lurvens Fire",0.0625,"url","Merjatuulian Wekkuli"
"Natasha (SF016922/75)",0.0625,"url","Merjatuulian Wekkuli"
"Foulby Huckleberry Finn",0.0625,"url","Meta vom Barkendiek"
"King Fields Update",0.0625,"url","Meta vom Barkendiek"
"SE UCh Attikonak Ricotta",0.0625,"url","Meta vom Barkendiek"
"DK Ch. Jayncourt Significant Star",0.0625,"url","Meta vom Barkendiek"
"SE U(U)CH Attikonak Hold On to Your Hat",0.0625,"url","Meta vom Barkendiek"
"DKJCH Hillus Powell",0.0625,"url","Middle River's Forest Harmony"
"DKJCH Lucky Labrador Citrus Piper",0.0625,"url","Middle River's Forest Harmony"
"NORD WCH FIN WCH SE WCH NO WCH NM-07  Eagle Owl's Epimetheus",0.0625,"url","Middle River's Forest Harmony"
"FI WCH EE WCH  Hietsun Gee Bee",0.0625,"url","Middle River's Forest Harmony"
"Copsebury Mighty Monarch",0.0625,"url","Mira von Gugi's Kate"
"Black Diamond of Marbra (<1980)",0.0625,"url","Mira von Gugi's Kate"
"Ad Astra of Tintagel Winds",0.0625,"url","Mira von Gugi's Kate"
"Diana v.d. Caspershoeve",0.0625,"url","Mira von Gugi's Kate"
"Dunja v. Janslust",0.0625,"url","Mira von Gugi's Kate"
"Sebastiaan v. Janslust",0.0625,"url","Mira von Gugi's Kate"
"C.C.W. Lougin Lancer",0.0625,"url","Mira von Gugi's Kate"
"Follytower Sweet Georgia",0.0625,"url","Mira von Gugi's Kate"
"Willy v.h. Notenbos",0.0625,"url","Mira von Gugi's Kate"
"Isabell v. Janslust",0.0625,"url","Mira von Gugi's Kate"
"Int.Ch Crawcrook Castaway",0.0625,"url","Mira von Gugi's Kate"
"Akyra (NHSB 1175595)",0.0625,"url","Mira von Gugi's Kate"
"Marbra Othello",0.0625,"url","Mira von Gugi's Kate"
"Adelheid (NHSB 872437)",0.0625,"url","Mira von Gugi's Kate"
"Mist of Millbuies",0.0625,"url","Moorman's Lennie Mirak"
"Castleside Jilly",0.0625,"url","Moorman's Lennie Mirak"
"Scolopax Midnight Lady",0.0625,"url","Moorman's Lennie Mirak"
"Gleneagles Chandon",0.0625,"url","Moorman's Lennie Mirak"
"Codlaw Hill Dik-Dik",0.0625,"url","Moorman's Lennie Mirak"
"Yexley's Ray of Rahoy",0.0625,"url","Moorman's Lennie Mirak"
"Powhatan Cargo",0.0625,"url","Muistokas Rollo"
"Longley Black Trust of Powhatan",0.0625,"url","Muistokas Rollo"
"C.I.B. FIN CH Susanset Eri FIN TCH",0.0625,"url","Muistokas Rollo"
"Susanset Lady Liberace",0.0625,"url","Muistokas Rollo"
"Redstone Vulpus",0.0625,"url","Muschelsucher Clooney"
"Ebony Lady of Stobhall",0.0625,"url","Muschelsucher Clooney"
"FTCH Birdbrook Greg",0.0625,"url","Muschelsucher Clooney"
"Kenwu Gregale",0.0625,"url","Muschelsucher Clooney"
"Malwell Crystal",0.0625,"url","Namusillan Tammikehr��j�"
"Wyberslegh Tika",0.0625,"url","Namusillan Tammikehr��j�"
"Irish FTCh Ben Neagh",0.0625,"url","Namusillan Tammikehr��j�"
"Brookwood Ivy Ft.W.",0.0625,"url","Namusillan Tammikehr��j�"
"Lynebain Lily",0.0625,"url","Nanni-Nadalina von der Bleiburg"
"Dunree Bailey",0.0625,"url","Nanni-Nadalina von der Bleiburg"
"Annika vom Angelfeld",0.0625,"url","Nanni-Nadalina von der Bleiburg"
"?bakkens Clay",0.0625,"url","Never change Gasper"
"Chico (DK 17237/87)",0.0625,"url","Never change Gasper"
"DKBRCH Fantacia (15268/76)",0.0625,"url","Niinivuoren Aamu-Uninen"
"NO Ch Ballyduff Kerry",0.0625,"url","Niinivuoren Aamu-Uninen"
"Kamitan Mirhami",0.0625,"url","Niinivuoren Aamu-Uninen"
"FIN CH Camilla (SF608N/77)",0.0625,"url","Niinivuoren Aamu-Uninen"
"Drakeshead Fern of Hoptonwood",0.0625,"url","NIINIVUOREN KULTA-KUTRI"
"Old Smithy's Jet Setter",0.0625,"url","NIINIVUOREN MEREN-SALAISUUS"
"DRC-/VDH-CH. Donacre High Promises",0.0625,"url","Nothing Matters vom Auerswalder Teich"
"UK ShCh Poolstead Pegg",0.0625,"url","Olina von der Hollen-Hardt"
"Foxrush Charisma",0.0625,"url","Olina von der Hollen-Hardt"
"Ingmos Twiggie",0.0625,"url","Olina von der Hollen-Hardt"
"EJS '87 Poolstead Printer",0.0625,"url","Olina von der Hollen-Hardt"
"Poolstead Pretence",0.0625,"url","Olina von der Hollen-Hardt"
"VDH Ch. Aiky vom Bayerwald",0.0625,"url","Olina von der Hollen-Hardt"
"Newinn Abbey",0.0625,"url","Oliver von Obderhalden"
"Lorchris Kisses of Fire of Crosscroyde",0.0625,"url","Oliver von Obderhalden"
"Heatherbourne Fair Maiden of Merrymills",0.0625,"url","Oliver von Obderhalden"
"Follytower Old Black Magic",0.0625,"url","Oliver von Obderhalden"
